route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11649,91,2482827,38 WESTGATE,,0,1909,116193,1,1
11649,91,2482828,38 WESTGATE,,0,1859,116193,1,1
11649,91,2482829,38 MEDFIELD,,1,1003,116194,1,1
11649,91,2482830,38 MEDFIELD,,1,1882,116194,1,1
11678,93,2488486,92 OWINGS MILLS CENTER,,0,4775,116332,1,1
11678,93,2488487,92 OWINGS MILLS CENTER,,0,4776,116332,1,1
11678,93,2488488,92 SCOTTS HILL,,0,4776,116333,1,1
11678,93,2488489,92 SCOTTS HILL,,0,4775,116333,1,1
11678,93,2488490,92 LUCKMAN PARK,,1,4778,116337,1,1
11678,93,2488491,92 LUCKMAN PARK,,1,4779,116337,1,1
11678,93,2488492,92 LUCKMAN PARK,,1,4780,116337,1,1
11678,93,2488493,92 LUCKMAN PARK,,1,4781,116336,1,1
11678,93,2488494,92 LUCKMAN PARK,,1,4780,116336,1,1
11684,91,2495153,103 GREENMOUNT NORTH,,0,3800,116384,1,1
11684,91,2495154,103 GREENMOUNT NORTH,,0,1403,116384,1,1
11684,91,2495155,103 GREENMOUNT NORTH,,0,1485,116384,1,1
11684,91,2495156,103 DOWNTOWN,,0,1527,116383,1,1
11684,91,2495157,103 DOWNTOWN,,0,1653,116383,1,1
11684,91,2495158,103 DOWNTOWN,,0,1436,116383,1,1
11684,91,2495159,103 DOWNTOWN,,0,1654,116383,1,1
11684,91,2495160,103 DOWNTOWN,,0,3205,116383,1,1
11684,91,2495161,103 DOWNTOWN,,0,1655,116383,1,1
11684,91,2495162,103 DOWNTOWN,,0,3206,116383,1,1
11684,91,2495163,103 DOWNTOWN,,0,1403,116383,1,1
11684,91,2495164,103 CROMWELL BRIDGE PARK & RIDE,,1,1655,116386,1,1
11684,91,2495165,103 CROMWELL BRIDGE PARK & RIDE,,1,1654,116386,1,1
11684,91,2495166,103 CROMWELL BRIDGE PARK & RIDE,,1,1653,116386,1,1
11684,91,2495167,103 CROMWELL BRIDGE PARK & RIDE,,1,1525,116385,1,1
11684,91,2495168,103 CROMWELL BRIDGE PARK & RIDE,,1,1656,116385,1,1
11684,91,2495169,103 CROMWELL BRIDGE PARK & RIDE,,1,1485,116385,1,1
11684,91,2495170,103 CROMWELL BRIDGE PARK & RIDE,,1,1403,116385,1,1
11684,91,2495171,103 CROMWELL BRIDGE PARK & RIDE,,1,3800,116385,1,1
11684,91,2495172,103 CROMWELL BRIDGE PARK & RIDE,,1,1436,116385,1,1
11684,91,2495173,103 CROMWELL BRIDGE PARK & RIDE,,1,1400,116385,1,1
11685,91,2495174,104 HOPKINS HOSPITAL/HARBOR EAST,,0,3701,116387,1,1
11685,91,2495175,104 CROMWELL BRIDGE,,1,3552,116388,1,1
11686,91,2495176,105 DOWNTOWN,,0,2308,116389,1,1
11686,91,2495177,105 DOWNTOWN,,0,2153,116389,1,1
11686,91,2495178,105 DOWNTOWN,,0,2309,116389,1,1
11686,91,2495179,105 DOWNTOWN,,0,2152,116389,1,1
11686,91,2495180,105 CEDONIA,,1,2309,116390,1,1
11686,91,2495181,105 CEDONIA,,1,2307,116390,1,1
11686,91,2495182,105 CEDONIA,,1,2319,116390,1,1
11687,91,2495183,115 DOWNTOWN,,0,1652,116392,1,1
11687,91,2495184,115 DOWNTOWN,,0,1477,116392,1,1
11687,91,2495185,115 DOWNTOWN,,0,1479,116392,1,1
11687,91,2495186,115 DOWNTOWN,,0,1429,116392,1,1
11687,91,2495187,115 NORTH AVE,,0,1528,116391,1,1
11687,91,2495188,115 NORTH AVE,,0,1434,116391,1,1
11687,91,2495189,115 NORTH AVE,,0,1541,116391,1,1
11687,91,2495190,115 NORTH AVE,,0,1540,116391,1,1
11687,91,2495191,115 PERRY HALL,,1,1528,116394,1,1
11687,91,2495192,115 PERRY HALL,,1,1434,116394,1,1
11687,91,2495193,115 PERRY HALL,,1,1541,116394,1,1
11687,91,2495194,115 PERRY HALL,,1,1540,116394,1,1
11687,91,2495195,115 PERRY HALL,,1,1652,116393,1,1
11687,91,2495196,115 PERRY HALL,,1,1477,116393,1,1
11687,91,2495197,115 PERRY HALL,,1,1429,116393,1,1
11687,91,2495198,115 PERRY HALL,,1,1479,116393,1,1
11688,91,2495199,120 DOWNTOWN,,0,2500,116396,1,1
11688,91,2495200,120 HOPKINS HOSPITAL,,0,2507,116395,1,1
11688,91,2495201,120 HOPKINS HOSPITAL,,0,2506,116395,1,1
11688,91,2495202,120 HOPKINS HOSPITAL,,0,2712,116395,1,1
11688,91,2495203,120 DOWNTOWN,,0,2500,116396,1,1
11688,91,2495204,120 DOWNTOWN,,0,2501,116396,1,1
11688,91,2495205,120 DOWNTOWN,,0,2502,116396,1,1
11688,91,2495206,120 DOWNTOWN,,0,2503,116396,1,1
11688,91,2495207,120 DOWNTOWN,,0,2502,116396,1,1
11688,91,2495208,120 DOWNTOWN,,0,2505,116396,1,1
11688,91,2495209,120 DOWNTOWN,,0,2002,116396,1,1
11688,91,2495210,120 DOWNTOWN,,0,2501,116396,1,1
11688,91,2495211,120 DOWNTOWN,,0,2504,116396,1,1
11688,91,2495212,120 DOWNTOWN,,0,2510,116396,1,1
11688,91,2495213,120 DOWNTOWN,,0,2505,116396,1,1
11688,91,2495214,120 DOWNTOWN,,0,2509,116396,1,1
11688,91,2495215,120 WHITE MARSH,,1,2509,116398,1,1
11688,91,2495216,120 WHITE MARSH,,1,2500,116398,1,1
11688,91,2495217,120 WHITE MARSH,,1,2501,116398,1,1
11688,91,2495218,120 WHITE MARSH,,1,2502,116398,1,1
11688,91,2495219,120 WHITE MARSH,,1,2505,116398,1,1
11688,91,2495220,120 WHITE MARSH,,1,2506,116397,1,1
11688,91,2495221,120 WHITE MARSH,,1,2515,116397,1,1
11688,91,2495222,120 WHITE MARSH,,1,2712,116397,1,1
11688,91,2495223,120 WHITE MARSH,,1,2516,116397,1,1
11688,91,2495224,120 WHITE MARSH,,1,2514,116397,1,1
11688,91,2495225,120 WHITE MARSH,,1,2005,116397,1,1
11688,91,2495226,120 WHITE MARSH,,1,2507,116397,1,1
11688,91,2495227,120 WHITE MARSH,,1,2454,116397,1,1
11688,91,2495229,120 WHITE MARSH,,1,2513,116397,1,1
11688,91,2495230,120 WHITE MARSH,,1,2511,116397,1,1
11688,91,2495231,120 WHITE MARSH,,1,2512,116397,1,1
11688,91,2495232,120 WHITE MARSH,,1,2511,116397,1,1
11689,91,2495233,150 DOWNTOWN/HARBOR EAST,,0,1702,116399,1,1
11689,91,2495234,150 DOWNTOWN/HARBOR EAST,,0,1700,116399,1,1
11689,91,2495235,150 DOWNTOWN/HARBOR EAST,,0,1704,116399,1,1
11689,91,2495236,150 DOWNTOWN/HARBOR EAST,,0,1705,116399,1,1
11689,91,2495237,150 DOWNTOWN/HARBOR EAST,,0,1701,116399,1,1
11689,91,2495238,150 COLUMBIA,,1,1700,116400,1,1
11689,91,2495239,150 COLUMBIA,,1,1703,116400,1,1
11689,91,2495240,150 COLUMBIA,,1,1704,116400,1,1
11689,91,2495241,150 COLUMBIA,,1,1701,116400,1,1
11689,91,2495242,150 COLUMBIA,,1,1705,116400,1,1
11690,91,2495243,154 STATE CENTER,,0,3360,116404,1,1
11690,91,2495244,154 STATE CENTER,,0,3251,116404,1,1
11690,91,2495245,154 STATE CENTER,,0,3361,116404,1,1
11690,91,2495246,154 STATE CENTER,,0,3324,116404,1,1
11690,91,2495247,154 STATE CENTER,,0,3354,116404,1,1
11690,91,2495248,154 STATE CENTER,,0,3352,116403,1,1
11690,91,2495249,154 STATE CENTER,,0,3312,116403,1,1
11690,91,2495250,154 STATE CENTER,,0,3351,116403,1,1
11690,91,2495251,154 STATE CENTER,,0,3313,116403,1,1
11690,91,2495252,154 CARNEY,,1,3353,116408,1,1
11690,91,2495253,154 CARNEY,,1,3323,116408,1,1
11690,91,2495254,154 CARNEY,,1,3376,116408,1,1
11690,91,2495255,154 CARNEY,,1,3308,116408,1,1
11690,91,2495256,154 HILLENDALE,,1,3373,116407,1,1
11690,91,2495257,154 HILLENDALE,,1,3252,116407,1,1
11690,91,2495258,154 HILLENDALE,,1,3361,116407,1,1
11691,91,2495259,160 WHISPERING WOODS,,0,2851,116410,1,1
11691,91,2495260,160 WHISPERING WOODS,,0,2852,116410,1,1
11691,91,2495261,160 ESSEX,,0,2206,116409,1,1
11691,91,2495262,160 ESSEX,,0,2850,116409,1,1
11691,91,2495263,160 JOHNS HOPKINS HOSPITAL,,1,2050,116412,1,1
11691,91,2495264,160 JOHNS HOPKINS HOSPITAL,,1,2003,116412,1,1
11691,91,2495265,160 JOHNS HOPKINS HOSPITAL,,1,2054,116411,1,1
11691,91,2495266,160 JOHNS HOPKINS HOSPITAL,,1,2251,116411,1,1
11692,91,2495267,164 RIVIERA BEACH,,0,1355,116413,1,1
11692,91,2495268,164 RIVIERA BEACH,,0,1429,116413,1,1
11692,91,2495269,164 DOWNTOWN,,1,1478,116414,1,1
11692,91,2495270,164 DOWNTOWN,,1,1471,116414,1,1
11694,1,2495970,201 BWI AIRPORT,,0,390260,116439,1,1
11694,1,2495972,201 BWI AIRPORT,,0,390258,116439,1,1
11694,1,2495974,201 BWI AIRPORT,,0,390256,116440,1,1
11694,1,2495976,201 BWI AIRPORT,,0,390254,116441,1,1
11694,1,2495978,201 BWI AIRPORT,,0,390252,116441,1,1
11694,1,2495980,201 BWI AIRPORT,,0,390250,116441,1,1
11694,1,2495982,201 BWI AIRPORT,,0,390248,116440,1,1
11694,1,2495984,201 BWI AIRPORT,,0,390246,116440,1,1
11694,1,2495986,201 GAITHERSBURG,,1,390278,116443,1,1
11694,1,2495988,201 GAITHERSBURG,,1,390276,116443,1,1
11694,1,2495990,201 GAITHERSBURG,,1,390274,116444,1,1
11694,1,2495992,201 GAITHERSBURG,,1,390272,116444,1,1
11694,1,2495994,201 GAITHERSBURG,,1,390270,116444,1,1
11694,1,2495996,201 GAITHERSBURG,,1,390268,116444,1,1
11694,1,2495998,201 GAITHERSBURG,,1,390266,116444,1,1
11694,1,2496000,201 GAITHERSBURG,,1,390264,116444,1,1
11694,1,2496002,201 GAITHERSBURG,,1,390262,116443,1,1
11694,2,2496004,201 BWI AIRPORT,,0,390294,116442,1,1
11694,2,2496006,201 BWI AIRPORT,,0,390292,116442,1,1
11694,2,2496008,201 BWI AIRPORT,,0,390290,116442,1,1
11694,2,2496010,201 BWI AIRPORT,,0,390288,116442,1,1
11694,2,2496012,201 BWI AIRPORT,,0,390286,116442,1,1
11694,2,2496014,201 BWI AIRPORT,,0,390284,116442,1,1
11694,2,2496016,201 BWI AIRPORT,,0,390282,116442,1,1
11694,2,2496018,201 BWI AIRPORT,,0,390280,116442,1,1
11694,2,2496020,201 GAITHERSBURG,,1,390307,116445,1,1
11694,2,2496022,201 GAITHERSBURG,,1,390305,116445,1,1
11694,2,2496024,201 GAITHERSBURG,,1,390303,116445,1,1
11694,2,2496026,201 GAITHERSBURG,,1,390301,116445,1,1
11694,2,2496028,201 GAITHERSBURG,,1,390299,116445,1,1
11694,2,2496030,201 GAITHERSBURG,,1,390280,116445,1,1
11694,2,2496032,201 GAITHERSBURG,,1,390296,116445,1,1
11694,3,2496034,201 BWI AIRPORT,,0,390323,116442,1,1
11694,3,2496036,201 BWI AIRPORT,,0,390321,116442,1,1
11694,3,2496038,201 BWI AIRPORT,,0,390319,116442,1,1
11694,3,2496040,201 BWI AIRPORT,,0,390317,116442,1,1
11694,3,2496042,201 BWI AIRPORT,,0,390315,116442,1,1
11694,3,2496044,201 BWI AIRPORT,,0,390313,116442,1,1
11694,3,2496046,201 BWI AIRPORT,,0,390311,116442,1,1
11694,3,2496048,201 BWI AIRPORT,,0,390309,116442,1,1
11694,3,2496050,201 GAITHERSBURG,,1,390337,116445,1,1
11694,3,2496052,201 GAITHERSBURG,,1,390335,116445,1,1
11694,3,2496054,201 GAITHERSBURG,,1,390333,116445,1,1
11694,3,2496056,201 GAITHERSBURG,,1,390331,116445,1,1
11694,3,2496058,201 GAITHERSBURG,,1,390329,116445,1,1
11694,3,2496060,201 GAITHERSBURG,,1,390327,116445,1,1
11694,3,2496062,201 GAITHERSBURG,,1,390325,116445,1,1
11695,1,2496064,203 ROCKVILLE,,0,390343,116446,1,1
11695,1,2496066,203 ROCKVILLE,,0,390341,116446,1,1
11695,1,2496068,203 ROCKVILLE,,0,390339,116446,1,1
11695,1,2496070,203 SNOWDEN RIVER PARK & RIDE,,1,390347,116447,1,1
11695,1,2496072,203 SNOWDEN RIVER PARK & RIDE,,1,390345,116447,1,1
11695,1,2496073,203 SNOWDEN RIVER PARK & RIDE,,1,390344,116447,1,1
11696,91,2496074,204 COLLEGE PARK METRO STATION,,0,390353,116448,1,1
11696,91,2496076,204 COLLEGE PARK METRO STATION,,0,390351,116448,1,1
11696,91,2496078,204 COLLEGE PARK METRO STATION,,0,390349,116448,1,1
11696,91,2496080,204 MONOCACY MARC STATION,,1,390358,116449,1,1
11696,91,2496083,204 MONOCACY MARC STATION,,1,390355,116449,1,1
11696,91,2496084,204 MONOCACY MARC STATION,,1,390354,116449,1,1
11697,1,2496085,210 ANNAPOLIS/BALTIMORE,,0,390364,116451,1,1
11697,1,2496086,210 ANNAPOLIS/BALTIMORE,,0,390363,116451,1,1
11697,1,2496087,210 ANNAPOLIS/BALTIMORE,,0,390362,116451,1,1
11697,1,2496090,210 KENT ISLAND,,1,390369,116453,1,1
11697,1,2496091,210 KENT ISLAND,,1,390368,116453,1,1
11697,1,2496092,210 KENT ISLAND,,1,390367,116453,1,1
11698,1,2496095,215 ANNAPOLIS,,0,390372,116454,1,1
11698,1,2496097,215 ANNAPOLIS,,0,390370,116454,1,1
11698,1,2496098,215 BALTIMORE,,1,390375,116455,1,1
11698,1,2496100,215 BALTIMORE,,1,390373,116455,1,1
11699,1,2496101,220 WASHINGTON DC,,0,390387,116457,1,1
11699,1,2496104,220 WASHINGTON DC,,0,390384,116457,1,1
11699,1,2496107,220 WASHINGTON DC,,0,390381,116457,1,1
11699,1,2496111,220 WASHINGTON DC,,0,390377,116457,1,1
11699,1,2496113,220 KENT ISLAND,,1,390401,116460,1,1
11699,1,2496114,220 ANNAPOLIS,,1,390400,116459,1,1
11699,1,2496115,220 KENT ISLAND,,1,390399,116460,1,1
11699,1,2496117,220 ANNAPOLIS,,1,390397,116459,1,1
11699,1,2496119,220 ANNAPOLIS,,1,390395,116459,1,1
11699,1,2496123,220 ANNAPOLIS,,1,390391,116459,1,1
11700,1,2496127,230 WASHINGTON DC ,,0,390411,116462,1,1
11700,1,2496128,230 WASHINGTON DC,,0,390410,116461,1,1
11700,1,2496131,230 WASHINGTON DC ,,0,390407,116462,1,1
11700,1,2496132,230 WASHINGTON DC,,0,390406,116461,1,1
11700,1,2496135,230 WASHINGTON DC ,,0,390403,116462,1,1
11700,1,2496136,230 WASHINGTON DC,,0,390402,116461,1,1
11700,1,2496137,230 SEVERNA PARK,,1,390423,116466,1,1
11700,1,2496138,230 SEVERNA PARK,,1,390422,116466,1,1
11700,1,2496139,230 ANNAPOLIS,,1,390421,116463,1,1
11700,1,2496140,230 SEVERNA PARK,,1,390420,116465,1,1
11700,1,2496143,230 ANNAPOLIS,,1,390417,116463,1,1
11700,1,2496144,230 SEVERNA PARK,,1,390416,116465,1,1
11700,1,2496147,230 ANNAPOLIS,,1,390413,116464,1,1
11700,1,2496148,230 SEVERNA PARK,,1,390412,116465,1,1
11701,1,2496150,240 WASHINGTON DC,,0,390427,116467,1,1
11701,1,2496152,240 WASHINGTON DC,,0,390425,116467,1,1
11701,1,2496155,240 KENT ISLAND,,1,390433,116468,1,1
11701,1,2496157,240 KENT ISLAND,,1,390431,116468,1,1
11701,1,2496159,240 KENT ISLAND,,1,390429,116468,1,1
11702,1,2496160,250 WASHINGTON DC,,0,390440,116469,1,1
11702,1,2496162,250 WASHINGTON DC,,0,390438,116469,1,1
11702,1,2496164,250 WASHINGTON DC,,0,390436,116469,1,1
11702,1,2496166,250 KENT ISLAND,,1,390446,116470,1,1
11702,1,2496168,250 KENT ISLAND,,1,390444,116470,1,1
11702,1,2496170,250 KENT ISLAND,,1,390442,116470,1,1
11703,1,2496172,260 WASHINGTON DC,,0,390452,116471,1,1
11703,1,2496174,260 WASHINGTON DC,,0,390450,116471,1,1
11703,1,2496176,260 WASHINGTON DC,,0,390448,116471,1,1
11703,1,2496179,260 SEVERNA PARK,,1,390457,116472,1,1
11703,1,2496181,260 SEVERNA PARK,,1,390455,116472,1,1
11703,1,2496183,260 SEVERNA PARK,,1,390453,116472,1,1
11704,1,2496186,UNION STATION ,Train 872,0,390465,116480,1,0
11704,1,2496188,UNION STATION ,Train 892,0,390463,116474,1,0
11704,1,2496189,UNION STATION ,Train 880,0,390462,116476,1,0
11704,1,2496193,BRUNSWICK ,Train 881,1,390476,116486,1,0
11704,1,2496198,FREDERICK ,Train 893,1,390471,116483,1,0
11704,1,2496199,MARTINSBURG ,Train 875,1,390470,116489,1,0
11706,1,2496292,WASHINGTON UNION STATION ,Train 857,0,390572,116579,1,0
11706,1,2496295,WASHINGTON UNION STATION ,Train 851,0,390565,116582,1,0
11706,1,2496298,WASHINGTON UNION STATION ,Train 845,0,390567,116585,1,0
11706,1,2496301,BALTIMORE CAMDEN ,Train 858,1,390572,116598,1,0
11706,1,2496305,BALTIMORE CAMDEN ,Train 852,1,390571,116590,1,0
11706,1,2496308,BALTIMORE CAMDEN ,Train 846,1,390574,116593,1,0
11707,1,2496312,305 WASHINGTON DC,,0,390589,116599,1,1
11707,1,2496315,305 WASHINGTON DC,,0,390586,116599,1,1
11707,1,2496318,305 WASHINGTON DC,,0,390583,116599,1,1
11707,1,2496321,305 WASHINGTON DC,,0,390580,116599,1,1
11707,1,2496323,305 COLUMBIA,,1,390601,116600,1,1
11707,1,2496325,305 COLUMBIA,,1,390599,116600,1,1
11707,1,2496328,305 COLUMBIA,,1,390596,116600,1,1
11707,1,2496332,305 COLUMBIA,,1,390592,116600,1,1
11707,1,2496334,305 COLUMBIA,,1,390590,116600,1,1
11709,1,2496350,315 WASHINGTON DC,,0,390624,116606,1,1
11709,1,2496352,315 WASHINGTON DC,,0,390622,116605,1,1
11709,1,2496356,315 WASHINGTON DC,,0,390618,116605,1,1
11709,1,2496358,315 WASHINGTON DC,,0,390616,116606,1,1
11709,1,2496360,315 COLUMBIA MALL,,1,390634,116608,1,1
11709,1,2496362,315 LOTTE PLAZA,,1,390632,116607,1,1
11709,1,2496366,315 LOTTE PLAZA,,1,390628,116607,1,1
11709,1,2496368,315 COLUMBIA MALL,,1,390626,116608,1,1
11710,1,2496369,320 COLUMBIA MALL,,0,390642,116610,1,1
11710,1,2496370,320 SNOWDEN RIVER PARK & RIDE,,0,390641,116612,1,1
11710,1,2496371,320 SNOWDEN RIVER PARK & RIDE,,0,390640,116612,1,1
11710,1,2496375,320 SNOWDEN RIVER PARK & RIDE,,0,390636,116612,1,1
11710,1,2496376,320 JOHNS HOPKINS,,1,390649,116614,1,1
11710,1,2496377,320 JOHNS HOPKINS,,1,390648,116616,1,1
11710,1,2496380,320 JOHNS HOPKINS,,1,390645,116614,1,1
11710,1,2496381,320 JOHNS HOPKINS,,1,390644,116614,1,1
11710,1,2496382,320 JOHNS HOPKINS,,1,390643,116614,1,1
11711,1,2496383,325 WASHINGTON DC / CAPITOL HILL,,0,390656,116618,1,1
11711,1,2496384,325 WASHINGTON DC / METRO CENTER,,0,390655,116617,1,1
11711,1,2496387,325 WASHINGTON DC / CAPITOL HILL,,0,390652,116618,1,1
11711,1,2496388,325 WASHINGTON DC / METRO CENTER,,0,390651,116617,1,1
11711,1,2496391,325 COLUMBIA,,1,390662,116620,1,1
11711,1,2496392,325 COLUMBIA,,1,390661,116619,1,1
11711,1,2496395,325 COLUMBIA,,1,390658,116620,1,1
11711,1,2496396,325 COLUMBIA,,1,390657,116619,1,1
11712,1,2496397,335 WASHINGTON DC,,0,390670,116621,1,1
11712,1,2496400,335 WASHINGTON DC,,0,390667,116621,1,1
11712,1,2496403,335 WASHINGTON DC,,0,390664,116621,1,1
11712,1,2496404,335 CLARKSVILLE,,1,390677,116622,1,1
11712,1,2496407,335 CLARKSVILLE,,1,390674,116622,1,1
11712,1,2496410,335 CLARKSVILLE,,1,390671,116622,1,1
11713,1,2496411,345 WASHINGTON DC,,0,390684,116623,1,1
11713,1,2496414,345 WASHINGTON DC,,0,390681,116623,1,1
11713,1,2496417,345 WASHINGTON DC,,0,390678,116623,1,1
11713,1,2496418,345 CLARKSVILLE PARK & RIDE,,1,390692,116625,1,1
11713,1,2496421,345 LONG GATE PARK & RIDE,,1,390689,116624,1,1
11713,1,2496425,345 CLARKSVILLE PARK & RIDE,,1,390685,116625,1,1
11714,1,2496426,410 STATE CENTER,,0,390697,116626,1,1
11714,1,2496428,410 STATE CENTER,,0,390695,116626,1,1
11714,1,2496429,410 STATE CENTER,,0,390694,116626,1,1
11714,1,2496431,410 CENTREVILLE - BEL AIR,,1,390702,116627,1,1
11714,1,2496434,410 CENTREVILLE - BEL AIR,,1,390699,116627,1,1
11714,1,2496435,410 CENTREVILLE - BEL AIR,,1,390698,116627,1,1
11715,1,2496436,411 HOPKINS HOSPITAL,,0,390707,116629,1,1
11715,1,2496438,411 HOPKINS HOSPITAL,,0,390705,116628,1,1
11715,1,2496439,411 HOPKINS HOSPITAL,,0,390704,116628,1,1
11715,1,2496441,411 HICKORY PARK & RIDE,,1,390712,116630,1,1
11715,1,2496443,411 HICKORY PARK & RIDE,,1,390710,116630,1,1
11715,1,2496445,411 HICKORY PARK & RIDE,,1,390708,116630,1,1
11716,1,2496446,420 JOHNS HOPKINS,,0,390717,116631,1,1
11716,1,2496448,420 JOHNS HOPKINS,,0,390715,116631,1,1
11716,1,2496450,420 JOHNS HOPKINS,,0,390713,116631,1,1
11716,1,2496452,420 HAVRE DE GRACE,,1,390722,116633,1,1
11716,1,2496454,420 HAVRE DE GRACE,,1,390720,116633,1,1
11716,1,2496456,420 HAVRE DE GRACE,,1,390718,116633,1,1
11717,1,2496458,505 SHADY GROVE METRO STATION,,0,390730,116634,1,1
11717,1,2496460,505 ROCK SPRING BUSINESS PARK,,0,390728,116635,1,1
11717,1,2496462,505 ROCK SPRING BUSINESS PARK,,0,390726,116635,1,1
11717,1,2496464,505 ROCK SPRING BUSINESS PARK,,0,390724,116635,1,1
11717,1,2496465,505 HAGERSTOWN,,1,390741,116639,1,1
11717,1,2496467,505 HAGERSTOWN,,1,390739,116638,1,1
11717,1,2496468,505 HAGERSTOWN,,1,390738,116637,1,1
11717,1,2496469,505 HAGERSTOWN,,1,390737,116638,1,1
11717,1,2496470,505 HAGERSTOWN,,1,390736,116637,1,1
11717,1,2496471,505 HAGERSTOWN,,1,390735,116638,1,1
11717,1,2496472,505 HAGERSTOWN,,1,390734,116637,1,1
11717,1,2496473,505 HAGERSTOWN,,1,390733,116637,1,1
11717,1,2496474,505 HAGERSTOWN,,1,390732,116636,1,1
11719,1,2496502,610 WASHINGTON DC,,0,390781,116646,1,1
11719,1,2496506,610 WASHINGTON DC,,0,390777,116646,1,1
11719,1,2496508,610 WASHINGTON DC,,0,390775,116646,1,1
11719,1,2496512,610 WASHINGTON DC,,0,390771,116646,1,1
11719,1,2496514,610 WASHINGTON DC,,0,390769,116646,1,1
11719,1,2496515,610 US 301 PARK & RIDE,,1,390794,116647,1,1
11719,1,2496519,610 US 301 PARK & RIDE,,1,390790,116647,1,1
11719,1,2496521,610 US 301 PARK & RIDE,,1,390788,116647,1,1
11719,1,2496525,610 US 301 PARK & RIDE,,1,390784,116647,1,1
11719,1,2496527,610 US 301 PARK & RIDE,,1,390782,116647,1,1
11720,1,2496528,620 WASHINGTON DC,,0,390806,116648,1,1
11720,1,2496531,620 WASHINGTON DC,,0,390803,116648,1,1
11720,1,2496533,620 WASHINGTON DC,,0,390801,116648,1,1
11720,1,2496537,620 WASHINGTON DC,,0,390797,116648,1,1
11720,1,2496539,620 WASHINGTON DC,,0,390795,116648,1,1
11720,1,2496540,620 WALDORF,,1,390820,116650,1,1
11720,1,2496542,620 US 301 PARK & RIDE,,1,390818,116649,1,1
11720,1,2496544,620 US 301 PARK & RIDE,,1,390816,116649,1,1
11720,1,2496548,620 US 301 PARK & RIDE,,1,390812,116649,1,1
11720,1,2496551,620 US 301 PARK & RIDE,,1,390809,116649,1,1
11720,1,2496553,620 WALDORF,,1,390807,116650,1,1
11721,1,2496554,630 WASHINGTON DC,,0,390828,116652,1,1
11721,1,2496557,630 WASHINGTON DC,,0,390825,116651,1,1
11721,1,2496560,630 WASHINGTON DC,,0,390822,116652,1,1
11721,1,2496562,630 LA PLATA,,1,390836,116653,1,1
11721,1,2496565,630 LA PLATA,,1,390833,116653,1,1
11721,1,2496568,630 LA PLATA,,1,390830,116653,1,1
11722,1,2496570,640 WASHINGTON DC,,0,390844,116654,1,1
11722,1,2496573,640 WASHINGTON DC,,0,390841,116654,1,1
11722,1,2496576,640 WASHINGTON DC,,0,390838,116654,1,1
11722,1,2496578,640 WALDORF,,1,390852,116655,1,1
11722,1,2496581,640 WALDORF,,1,390849,116655,1,1
11722,1,2496584,640 WALDORF,,1,390846,116655,1,1
11723,1,2496586,650 WASHINGTON DC,,0,390862,116656,1,1
11723,1,2496588,650 WASHINGTON DC,,0,390860,116656,1,1
11723,1,2496590,650 WASHINGTON DC,,0,390858,116656,1,1
11723,1,2496592,650 WASHINGTON DC,,0,390856,116656,1,1
11723,1,2496594,650 WASHINGTON DC,,0,390854,116656,1,1
11723,1,2496596,650 LA PLATA,,1,390873,116657,1,1
11723,1,2496598,650 LA PLATA,,1,390871,116657,1,1
11723,1,2496600,650 LA PLATA,,1,390869,116657,1,1
11723,1,2496602,650 LA PLATA,,1,390867,116657,1,1
11723,1,2496604,650 LA PLATA,,1,390865,116657,1,1
11723,1,2496606,650 LA PLATA,,1,390863,116657,1,1
11728,1,2496698,810 WASHINGTON DC,,0,390967,116667,1,1
11728,1,2496700,810 WASHINGTON DC,,0,390965,116667,1,1
11728,1,2496703,810 PINDELL,,1,390972,116668,1,1
11728,1,2496705,810 PINDELL,,1,390970,116668,1,1
11729,1,2496708,820 WASHINGTON DC,,0,390987,116671,1,1
11729,1,2496711,820 WASHINGTON DC,,0,390984,116670,1,1
11729,1,2496713,820 WASHINGTON DC,,0,390982,116670,1,1
11729,1,2496716,820 WASHINGTON DC,,0,390979,116670,1,1
11729,1,2496719,820 WASHINGTON DC,,0,390976,116670,1,1
11729,1,2496721,820 WASHINGTON DC,,0,390974,116670,1,1
11729,1,2496723,820 PG EQUESTRIAN CENTER / NORTH BEACH,,1,391003,116673,1,1
11729,1,2496725,820 PG EQUESTRIAN CENTER / NORTH BEACH,,1,391001,116673,1,1
11729,1,2496728,820 PG EQUESTRIAN CENTER / NORTH BEACH,,1,390998,116673,1,1
11729,1,2496731,820 PG EQUESTRIAN CENTER / NORTH BEACH,,1,390995,116673,1,1
11729,1,2496734,820 PG EQUESTRIAN CENTER / NORTH BEACH,,1,390992,116673,1,1
11729,1,2496736,820 PG EQUESTRIAN CENTER / NORTH BEACH,,1,390990,116673,1,1
11729,1,2496737,820 PG EQUESTRIAN CENTER / ANNE ARUNDEL / NORTH BEACH,,1,390989,116672,1,1
11730,1,2496738,830 WASHINGTON DC,,0,391017,116675,1,1
11730,1,2496742,830 WASHINGTON DC,,0,391013,116675,1,1
11730,1,2496746,830 WASHINGTON DC,,0,391009,116675,1,1
11730,1,2496750,830 WASHINGTON DC,,0,391005,116675,1,1
11730,1,2496751,830 SUNDERLAND / DUNKIRK,,1,391030,116676,1,1
11730,1,2496755,830 SUNDERLAND / DUNKIRK,,1,391026,116676,1,1
